500,1,1,0.736478
500,1,2,1.599239
500,1,4,3.351091
500,1,8,6.766172
500,1,16,13.285125
500,1,32,25.725049
500,1,64,46.788696
500,1,128,59.306350
500,1,256,59.246331
500,2,1,1.600677
500,2,2,3.356679
500,2,4,6.789105
500,2,8,13.335514
500,2,16,26.007362
500,2,32,49.502165
500,2,64,59.296305
500,2,128,59.235818
500,2,256,59.275389
500,4,1,3.327104
500,4,2,6.794991
500,4,4,13.364045
500,4,8,26.237361
500,4,16,50.190187
500,4,32,59.292165
500,4,64,59.165285
500,4,128,59.206079
500,4,256,59.156865
500,8,1,6.733938
500,8,2,13.400815
500,8,4,26.245135
500,8,8,50.678022
500,8,16,59.296333
500,8,32,59.144187
500,8,64,59.250429
500,8,128,59.262633
500,8,256,59.174990
500,16,1,12.636318
500,16,2,25.045503
500,16,4,48.075738
500,16,8,59.309702
500,16,16,59.143640
500,16,32,59.245610
500,16,64,59.229525
500,16,128,59.213497
500,16,256,59.220041
1000,1,1,0.147821
1000,1,2,0.334368
1000,1,4,0.740406
1000,1,8,1.588627
1000,1,16,3.281370
1000,1,32,6.478264
1000,1,64,12.088554
1000,1,128,23.772159
1000,1,256,32.594677
1000,2,1,0.334456
1000,2,2,0.740621
1000,2,4,1.593721
1000,2,8,3.300479
1000,2,16,6.573885
1000,2,32,12.874258
1000,2,64,23.541853
1000,2,128,44.872012
1000,2,256,59.176225
1000,4,1,0.741837
1000,4,2,1.595483
1000,4,4,3.311646
1000,4,8,6.606994
1000,4,16,13.071301
1000,4,32,25.000219
1000,4,64,44.501594
1000,4,128,59.275809
1000,4,256,59.316635
1000,8,1,1.587473
1000,8,2,3.298164
1000,8,4,6.588981
1000,8,8,13.062294
1000,8,16,25.050378
1000,8,32,47.093904
1000,8,64,59.338668
1000,8,128,59.311136
1000,8,256,59.345644
1000,16,1,3.126938
1000,16,2,6.245441
1000,16,4,12.465200
1000,16,8,24.047820
1000,16,16,45.198683
1000,16,32,59.327265
1000,16,64,59.283484
1000,16,128,59.265685
1000,16,256,59.295598
2000,1,1,0.027811
2000,1,2,0.054925
2000,1,4,0.147458
2000,1,8,0.330288
2000,1,16,0.727651
2000,1,32,1.528573
2000,1,64,2.936921
2000,1,128,5.964181
2000,1,256,8.408390
2000,2,1,0.055407
2000,2,2,0.147735
2000,2,4,0.331204
2000,2,8,0.730719
2000,2,16,1.550374
2000,2,32,3.134461
2000,2,64,5.924310
2000,2,128,11.765598
2000,2,256,16.268987
2000,4,1,0.147862
2000,4,2,0.331705
2000,4,4,0.733182
2000,4,8,1.556456
2000,4,16,3.172358
2000,4,32,6.323824
2000,4,64,11.721768
2000,4,128,22.457790
2000,4,256,30.121594
2000,8,1,0.331899
2000,8,2,0.735186
2000,8,4,1.562065
2000,8,8,3.194875
2000,8,16,6.409475
2000,8,32,12.430023
2000,8,64,22.280982
2000,8,128,40.422489
2000,8,256,52.890914
2000,16,1,0.699124
2000,16,2,1.467965
2000,16,4,3.042378
2000,16,8,6.130212
2000,16,16,11.942397
2000,16,32,21.790585
2000,16,64,39.352496
2000,16,128,44.615504
2000,16,256,6.303881
